Date,Open,High,Low,Close,Adj Close,Volume
2003-08-13,12.720000,12.720000,12.720000,12.720000,9.318391,0
2003-08-14,12.830000,12.830000,12.830000,12.830000,9.398973,0
2003-08-15,12.820000,12.820000,12.820000,12.820000,9.391648,0
2003-08-18,12.910000,12.910000,12.910000,12.910000,9.457579,0
2003-08-19,12.980000,12.980000,12.980000,12.980000,9.508862,0
2003-08-20,13.020000,13.020000,13.020000,13.020000,9.538164,0
2003-08-21,13.080000,13.080000,13.080000,13.080000,9.582118,0
2003-08-22,13.030000,13.030000,13.030000,13.030000,9.545489,0
2003-08-25,12.970000,12.970000,12.970000,12.970000,9.501535,0
2003-08-26,12.960000,12.960000,12.960000,12.960000,9.494209,0
2003-08-27,12.990000,12.990000,12.990000,12.990000,9.516187,0
2003-08-28,13.040000,13.040000,13.040000,13.040000,9.552815,0
2003-08-29,13.130000,13.130000,13.130000,13.130000,9.618748,0
2003-09-02,13.320000,13.320000,13.320000,13.320000,9.757936,0
2003-09-03,13.450000,13.450000,13.450000,13.450000,9.853172,0
2003-09-04,13.460000,13.460000,13.460000,13.460000,9.860498,0
2003-09-05,13.470000,13.470000,13.470000,13.470000,9.867825,0
2003-09-08,13.560000,13.560000,13.560000,13.560000,9.933755,0
2003-09-09,13.520000,13.520000,13.520000,13.520000,9.904452,0
2003-09-10,13.380000,13.380000,13.380000,13.380000,9.801892,0
2003-09-11,13.400000,13.400000,13.400000,13.400000,9.816544,0
