Date,Open,High,Low,Close,Adj Close,Volume
1986-12-11,10.000000,10.000000,10.000000,10.000000,1.733411,0
1986-12-12,10.000000,10.000000,10.000000,10.000000,1.733411,0
1986-12-15,9.970000,9.970000,9.970000,9.970000,1.728213,0
1986-12-16,10.000000,10.000000,10.000000,10.000000,1.733411,0
1986-12-17,10.000000,10.000000,10.000000,10.000000,1.733411,0
1986-12-18,10.000000,10.000000,10.000000,10.000000,1.733411,0
1986-12-19,10.000000,10.000000,10.000000,10.000000,1.733411,0
1986-12-22,9.990000,9.990000,9.990000,9.990000,1.731678,0
1986-12-23,10.020000,10.020000,10.020000,10.020000,1.736880,0
1986-12-24,10.020000,10.020000,10.020000,10.020000,1.736880,0
1986-12-26,10.020000,10.020000,10.020000,10.020000,1.736880,0
1986-12-29,9.970000,9.970000,9.970000,9.970000,1.728213,0
1986-12-30,9.940000,9.940000,9.940000,9.940000,1.723010,0
1986-12-31,9.940000,9.940000,9.940000,9.940000,1.723010,0
1987-01-02,9.970000,9.970000,9.970000,9.970000,1.728213,0
1987-01-05,10.000000,10.000000,10.000000,10.000000,1.733411,0
1987-01-06,10.000000,10.000000,10.000000,10.000000,1.733411,0
1987-01-07,10.000000,10.000000,10.000000,10.000000,1.733411,0
1987-01-08,10.020000,10.020000,10.020000,10.020000,1.736880,0
1987-01-09,10.020000,10.020000,10.020000,10.020000,1.736880,0
1987-01-12,10.040000,10.040000,10.040000,10.040000,1.740346,0
1987-01-13,10.020000,10.020000,10.020000,10.020000,1.736880,0
1987-01-14,10.010000,10.010000,10.010000,10.010000,1.735148,0
1987-01-15,10.020000,10.020000,10.020000,10.020000,1.748935,0
1987-01-16,10.030000,10.030000,10.030000,10.030000,1.750681,0
1987-01-19,10.030000,10.030000,10.030000,10.030000,1.750681,0
1987-01-20,10.050000,10.050000,10.050000,10.050000,1.754172,0
1987-01-21,10.050000,10.050000,10.050000,10.050000,1.754172,0
1987-01-22,10.040000,10.040000,10.040000,10.040000,1.752425,0
1987-01-23,10.030000,10.030000,10.030000,10.030000,1.750681,0
1987-01-26,10.000000,10.000000,10.000000,10.000000,1.745445,0
1987-01-27,10.000000,10.000000,10.000000,10.000000,1.745445,0
1987-01-28,10.000000,10.000000,10.000000,10.000000,1.745445,0
1987-01-29,10.010000,10.010000,10.010000,10.010000,1.747192,0
1987-01-30,10.000000,10.000000,10.000000,10.000000,1.745445,0
1987-02-02,9.980000,9.980000,9.980000,9.980000,1.741952,0
1987-02-03,9.980000,9.980000,9.980000,9.980000,1.741952,0
1987-02-04,9.970000,9.970000,9.970000,9.970000,1.740207,0
1987-02-05,10.000000,10.000000,10.000000,10.000000,1.745445,0
1987-02-06,10.000000,10.000000,10.000000,10.000000,1.745445,0
1987-02-09,9.990000,9.990000,9.990000,9.990000,1.743698,0
1987-02-10,9.940000,9.940000,9.940000,9.940000,1.734970,0
1987-02-11,9.930000,9.930000,9.930000,9.930000,1.733226,0
1987-02-12,9.940000,9.940000,9.940000,9.940000,1.734970,0
1987-02-13,9.960000,9.960000,9.960000,9.960000,1.749727,0
1987-02-17,9.950000,9.950000,9.950000,9.950000,1.747972,0
1987-02-18,9.960000,9.960000,9.960000,9.960000,1.749727,0
1987-02-19,9.980000,9.980000,9.980000,9.980000,1.753240,0
1987-02-20,9.980000,9.980000,9.980000,9.980000,1.753240,0
1987-02-23,9.970000,9.970000,9.970000,9.970000,1.751484,0
1987-02-24,9.990000,9.990000,9.990000,9.990000,1.754999,0
1987-02-25,9.990000,9.990000,9.990000,9.990000,1.754999,0
1987-02-26,9.990000,9.990000,9.990000,9.990000,1.754999,0
1987-02-27,9.990000,9.990000,9.990000,9.990000,1.754999,0
1987-03-02,9.990000,9.990000,9.990000,9.990000,1.754999,0
1987-03-03,9.990000,9.990000,9.990000,9.990000,1.754999,0
1987-03-04,9.990000,9.990000,9.990000,9.990000,1.754999,0
1987-03-05,10.000000,10.000000,10.000000,10.000000,1.756755,0
1987-03-06,9.980000,9.980000,9.980000,9.980000,1.753240,0
1987-03-09,9.970000,9.970000,9.970000,9.970000,1.751484,0
1987-03-10,9.970000,9.970000,9.970000,9.970000,1.751484,0
1987-03-11,9.960000,9.960000,9.960000,9.960000,1.749727,0
1987-03-12,9.970000,9.970000,9.970000,9.970000,1.751484,0
1987-03-13,9.980000,9.980000,9.980000,9.980000,1.764924,0
1987-03-16,9.970000,9.970000,9.970000,9.970000,1.763156,0
1987-03-17,9.970000,9.970000,9.970000,9.970000,1.763156,0
1987-03-18,9.990000,9.990000,9.990000,9.990000,1.766693,0
1987-03-19,9.980000,9.980000,9.980000,9.980000,1.764924,0
1987-03-20,9.980000,9.980000,9.980000,9.980000,1.764924,0
1987-03-23,9.970000,9.970000,9.970000,9.970000,1.763156,0
1987-03-24,9.960000,9.960000,9.960000,9.960000,1.761387,0
1987-03-25,9.970000,9.970000,9.970000,9.970000,1.763156,0
1987-03-26,9.970000,9.970000,9.970000,9.970000,1.763156,0
1987-03-27,9.960000,9.960000,9.960000,9.960000,1.761387,0
1987-03-30,9.870000,9.870000,9.870000,9.870000,1.745474,0
1987-03-31,9.860000,9.860000,9.860000,9.860000,1.743704,0
1987-04-01,9.840000,9.840000,9.840000,9.840000,1.740166,0
1987-04-02,9.840000,9.840000,9.840000,9.840000,1.740166,0
1987-04-03,9.840000,9.840000,9.840000,9.840000,1.740166,0
1987-04-06,9.850000,9.850000,9.850000,9.850000,1.741934,0
1987-04-07,9.840000,9.840000,9.840000,9.840000,1.740166,0
1987-04-08,9.830000,9.830000,9.830000,9.830000,1.738400,0
1987-04-09,9.750000,9.750000,9.750000,9.750000,1.724251,0
1987-04-10,9.650000,9.650000,9.650000,9.650000,1.706563,0
1987-04-13,9.630000,9.630000,9.630000,9.630000,1.703029,0
1987-04-14,9.550000,9.550000,9.550000,9.550000,1.688883,0
1987-04-15,9.580000,9.580000,9.580000,9.580000,1.707777,0
1987-04-16,9.650000,9.650000,9.650000,9.650000,1.720254,0
1987-04-20,9.580000,9.580000,9.580000,9.580000,1.707777,0
1987-04-21,9.500000,9.500000,9.500000,9.500000,1.693516,0
1987-04-22,9.520000,9.520000,9.520000,9.520000,1.697082,0
1987-04-23,9.490000,9.490000,9.490000,9.490000,1.691732,0
1987-04-24,9.420000,9.420000,9.420000,9.420000,1.679256,0
1987-04-27,9.420000,9.420000,9.420000,9.420000,1.679256,0
1987-04-28,9.440000,9.440000,9.440000,9.440000,1.682822,0
1987-04-29,9.450000,9.450000,9.450000,9.450000,1.684604,0
1987-04-30,9.470000,9.470000,9.470000,9.470000,1.688169,0
1987-05-01,9.440000,9.440000,9.440000,9.440000,1.682822,0
1987-05-04,9.390000,9.390000,9.390000,9.390000,1.673907,0
